external_code;article;название;источник_возврата
3487;5215350000, 5221760000, 888810, AT-CL446XL;Картридж для Canon CL-446XL к Pixma MG2440/2540 увеличенный Color AQUAMARINE (Совместимый.;
3492;161254, 407345, AT-056 Bk No Chip, BS-Cn056Bk;Картридж Colortek Canon 056H 3008C002;
3507;5229850000, CS-EPT907140, GFEPWF6090010, GG-C13T907140;IC-ET9071 Картридж T2 для Epson WorkForce WF-6090/6590 (10000 стр.) черный, с чипом;
3508;5229860000, CS-EPT907240, GG-C13T907240, IC-ET9072;IC-ET9072 Картридж T2 для Epson WorkForce WF-6090/6590 (7000 стр.) голубой, с чипом;
3509;5229880000, CS-EPT907340, GFEPWF6090030, GG-C13T907340;IC-ET9073 Картридж T2 для Epson WorkForce WF-6090/6590 (7000 стр.) пурпурный, с чипом;
3510;5229870000, CS-EPT907440, GFEPWF6090040, GG-C13T907440;IC-ET9074 Картридж T2 для Epson WorkForce WF-60906590 (7000 стр.) желтый, с чипом;
3512;129436, SG-CLT-K503L, UN-CLT-K503L, WB CLT-K503L;Тонер-картридж Smart Graphics CLT-K503L для Samsung SL-C3010, C3060 (Чёрный, 8000 стр.), с;
3514;129438, SG-CLT-M503L, UN-CLT-M503L, WB CLT-M503L;Тонер-картридж Smart Graphics CLT-M503L для Samsung SL-C3010, C3060 (Пурпурный, 5000 стр.);
3515;129439, SG-CLT-Y503L, UN-CLT-Y503L, WB CLT-Y503L;Тонер-картридж Smart Graphics CLT-Y503L для Samsung SL-C3010, C3060 (Жёлтый, 5000 стр.), с;
3524;SLHSE231, SP215697, SP215697_MSK;Ленточная кассета 11,7мм чер/бел термоусад трубка SP-PT-Hse231 (аналог HSe-231) SP;
3525;154846;Картридж Primera 53604 Black для Primera Bravo 4100;
3526;154848;$$_СРОЧНО Картридж Primera 53601 Cyan для Primera Bravo 4100;
3527;154850;$$_СРОЧНО Картридж Primera 53602 Magenta для Primera Bravo 4100;
3528;154852;$$_СРОЧНО Картридж Primera 53603 Yellow для Primera Bravo 4100;
3533;121292, AFBRHL5130020, BS-BrDR3000, DR-3000;Картридж Brother DR-3000 для DCP8040/8045/8220/8440/8840/HL-5130/5140/5150/5170,20000 стр.;
3541;CS-CB317N, CS-CB317N(CS-CB317);Картридж струйный Cactus CS-CB317N(CS-CB317) №178 фото черный (5мл) для HP PS B8553/C5383/;
3543;CS-CB318N(CS-CB318);Картридж №178C (CB318HE) голубой CS;
3544;CS-CB319N, CS-CB319N(CS-CB319);Картридж струйный Cactus CS-CB319N(CS-CB319) №178 пурпурный (5мл) для HP PS B8553/C5383/C6;
3545;CS-CB320N, CS-CB320N(CS-CB320);Картридж струйный Cactus CS-CB320N(CS-CB320) №178 желтый (5мл) для HP PS B8553/C5383/C6383;
3556;BS-01239901;Картридж 01239901 BS;
3571;GP_W1335X, SF-W1335X, SF-W1335X(БЧ), SP309777;Картридж №335X (W1335X) БЕЗ ЧИПА SF;
3573;146070, CS-DU5790, DFRXWC5645050;*Восстановленный* Драм-картридж БУЛАТ s-Line 113R00672 для Xerox WorkCentre 5645 (OPC FUJI;
3586;NV-040C, SP252692, SP252692_MSK;Цветной тонер картридж 040 C 5,4k SP;
3588;NV-040Y, SP252694, SP252694_MSK;Цветной тонер картридж 040 Y 5,4k SP;
3590;CLI-42 BK/6384B001;Картридж CLI-42BK Canon;
3602;128463;Картридж струйный Colortek Brother LC 1220 Y;
3609;1389, OEM C4127A;Картридж HP C4127A  LJ 4000/4050  Compatible;
3612;1420-1;Картридж струйный Colortek HP C4806A №12 Yellow;
3615;120527;Картридж 421A (KX-FAT421A7) CT;
3624;CB335HE;К-ж HP CB335HE OfficeJet J5783 № 140 стандартный черный;
3625;CB337HE;К-ж HP CB337HE OfficeJet J5783 № 141 стандартный цветной;
3627;1399-1, OEM C8061A, SFR-C8061A;Картридж HP C8061A  LJ 4100 6K SuperFine;
3628;160588, WB CF279X;Картридж для HP CF279X LaserJet Pro-M12/M26 2K White Box (Совместимый);
3629;10919;Картридж ML-1650D8 CT;
3640;164127, BS-DV-1200, DFKYEP2335080, NV-DV-1200;Блок проявки БУЛАТ DV-1200 (302VB93010) для Kyocera ECOSYS P2335 (100000 стр.);
3643;CS-DK5231, EFKYEP5021140, SG-DK-5231 CMY, SP339251;Картридж для Kyocera DK-5231 EcoSys P5021/5521 DRUM CMY White Box (Совместимый);
3654;AFRCSP4520010, GP_841887;Тонер картридж БУЛАТ s-Line MP401 (841887) для Ricoh Aficio MP 401, SP 4520 (Чёрный, 10400;
3664;SP309773, SP309773_MSK, WB W1335A (335A) No Chip;Картридж W1335A (№335A) БЕЗ ЧИПА WB;
3665;174763, GP_106R03481_C, PL_106R03481_C;Картридж Colortek Xerox 106R03481 Cyan (6510/6515) 1k;
3666;174764, GP_106R03482_M, PL_106R03482_M;Картридж 106R03482 Magenta 1000 копий GalaPrint;
3667;174643, GP_106R03483_Y, PL_106R03483_Y;Картридж Colortek Xerox 106R03483 Yellow (6510/6515) 1k;
3675;WB X340A11G/X340A21G;Картридж для Lexmark X340/X342 2.5K White Box (Совместимый);
3701;PL_C9720A_BK;Картридж C9720A/EP-85BK (№641A) Black 9000 копий ProfiLine;
3703;PL_C9723A_M;Картридж C9723A/EP-85M (№641A) Magenta 8000 копий ProfiLine;
3704;PL_C9722A/EP-85Y_Y;Картридж C9722A/EP-85Y (№641A) Yellow 8000 копий ProfiLine;
3706;;Фотобарабан 029 (4371B002) DU;
3710;146162, NV-DK-1200, SP350159, SP350159_MSK;Фотобарабан SP DK-1200 для Kyocera черный;
3717;301020571, DFRC0IM600010;Тонер-картридж БУЛАТ s-Line M 600H (418481) для Ricoh IM 600, P 801 (40000 стр.);
3718;172289;Картридж Colortek Lexmark 56F5000 6k (w/o chip) Без чипа;
3721;;Картридж 56F5H0E;
3722;138810, BS-DK-3190, CS-DK3190, DFKYEP3050040;Картридж Colortek Kyocera DK-3190 (DU);
3724;5229010000, BS-T1597;Картридж для (T1597) EPSON St Photo R2000 Red (18,4ml, Pigment) MyInk;
3725;5229040000, BS-T1598;Картридж для (T1598) EPSON St Photo R2000 Matte Black (18,4ml, Pigment) MyInk;
3727;5218870000;Картридж для (T5801) EPSON St Pro 3800/3880 Photo Black (84ml, Pigment, необходим чип ориг;
3728;5218880000;Картридж для (T5802) EPSON St Pro 3800/3880 Cyan (84ml, Pigment, необходим чип оригинально;
3729;5218890000;Картридж для (T5803) EPSON St Pro 3800/3880 Magenta (84ml, Pigment, необходим чип оригинал;
3730;5218900000;Картридж для (T5804) EPSON St Pro 3800/3880 Yellow (84ml, Pigment, необходим чип оригиналь;
3731;5218910000;Картридж для (T5805) EPSON St Pro 3800/3880 Light Cyan (84ml, Pigment, необходим чип ориги;
3732;5218920000;Картридж для (T5806) EPSON St Pro 3800/3880 Light Magenta (84ml, Pigment, необходим чип ор;
3733;5218930000;Картридж для (T5807) EPSON St Pro 3800/3880 Gray (84ml, Pigment, необходим чип оригинально;
3734;5218940000;Картридж для (T5808) EPSON St Pro 3800/3880 Matte Black (84ml, Pigment, необходим чип ориг;
3735;5218950000;Картридж для (T5809) EPSON St Pro 3800/3880 Light Gray (84ml, Pigment, необходим чип ориги;
3743;BS-X113R00782, CS-DUVLC7000, EFRXVL7000060, EFRXVL7000280;Драм-картридж БУЛАТs-Line 113R00782KCMY для Xerox VersaLink C7000 (Цвтной, 82200 стр.), со;
3761;174125, AFBRHL2371030, WB TN13;Картридж TN-13 WB;
3765;AT-DR770/2420, SF-DR2420/2400/770, SF-DR770/2400/2420, WB DR-770;Картридж Brother DR-770/DR-2400/DR-2420 DCP-L2510/HL-L2370 12K SuperFine;
3773;BFOK00C833020, SFR-OKI833/843C, SG-C833/С843C-46443115, WB C833/С843 C 46443115;Тонер-картридж БУЛАТ s-Line 46443115 для Oki C833, C843 (Голубой, 10000 стр.);
3774;BFOK00C833030, SFR-OKI833/843M, SG-C833/С843 M 46443114, SG-C833/С843M-46443114;Тонер-картридж БУЛАТ s-Line 46443114 для Oki C833, C843 (Пурпурный, 10000 стр.);
3775;BFOK00C833040, BS-46443113, SFR-OKI833/843Y, SG-C833/С843 Y 46443113;Тонер-картридж Smart Graphics SG-C833, С843Y-46443113 для OKI C833, C843 (Жёлтый, 10000 ст;
3780;140635, WB DR-320CL CMYK;Картридж Colortek Brother DR-320CL;
3782;BFHPLJM554090, SF-W2120A(БЧ), SP350141, SP350141_MSK;Картридж SP W2120A (212A) для HP черный (без чипа);
3783;BFHPLJM554100, SF-W2121A(БЧ), SP350142, SP350142_MSK;Тонер-картридж HP Color LJ M554/M578 W2121A (212A) Cyan (4.5k). без чипа 7Q;
3784;BFHPLJM554120, SF-W2123A(БЧ), SP350143, SP350143_MSK;Картридж SP W2123A (212A) для HP пурпурный (без чипа);
3785;BFHPLJM554110, SF-W2122A(БЧ), SP350144, SP350144_MSK;Картридж SP W2122A (212A) для HP желтый (без чипа);
3816;SF-CLI526GY;Картридж CLI-526GY Gray SF;
3822;CS-SJIC22PBK;Картридж струйный Cactus CS-SJIC22PBK C33S020601 черный пигментный (34мл) для Epson ColorW;
3823;CS-SJIC22PC;Картридж струйный Cactus CS-SJIC22PC C33S020602 голуб.пигм. (34мл) для Epson ColorWorks C3;
3824;CS-SJIC22PM;Картридж SJIC22PM (C33S020603) Magenta CS;
3825;CS-SJIC22PY;Картридж струйный Cactus CS-SJIC22PY C33S020604 желт.пигм. (34мл) для Epson ColorWorks C35;
3827;CS-SJIC26PBK;Картридж струйный Cactus CS-SJIC26PBK черный (295мл) для Epson ColorWorks TM-C7500;
3828;CS-SJIC26PC;Картридж струйный Cactus CS-SJIC26PC голубой (295мл) для Epson ColorWorks TM-C7500;
3829;CS-SJIC26PM;Картридж струйный Cactus CS-SJIC26PM пурпурный (295мл) для Epson ColorWorks TM-C7500;
3830;CS-SJIC26PY;Картридж струйный Cactus CS-SJIC26PY желтый (295мл) для Epson ColorWorks TM-C7500;
3832;CS-SJIC30PBK;Картридж струйный Cactus CS-SJIC30PBK черный (295мл) для Epson ColorWorks TM-C7500G;
3833;CS-SJIC30PC;Картридж струйный Cactus CS-SJIC30PC голубой (295мл) для Epson ColorWorks TM-C7500G;
3834;CS-SJIC30PM;Картридж струйный Cactus CS-SJIC30PM пурпурный (295мл) для Epson ColorWorks TM-C7500G;
3835;CS-SJIC30PY;Картридж струйный Cactus CS-SJIC30PY желтый (295мл) для Epson ColorWorks TM-C7500G;
3837;989030625, BS-SH-MX315GT, DFSHMXM266010, GP_MX-315GT;Тонер-картридж Hi-Black (HB-MX315GT) для Sharp MXM266N/316N/356N, 27,5К;
3838;WB TN-618;Картридж TN-618 (A0TM152) WB;
3841;AT-BT5000C InkBottle, CS-I-BT5000C, GG-BT5000C, SIBT5000C;Чернила SP BT5000C для Brother (голубой, 100 мл);
3842;AT-BT5000M InkBottle, CS-I-BT5000M, GG-BT5000M, SIBT5000M;Чернила SP BT5000M для Brother (пурпурный, 100 мл);
3843;AT-BT5000Y InkBottle, CS-I-BT5000Y, GG-BT5000Y, SIBT5000Y;Чернила SP BT5000Y для Brother (желтый, 100 мл);
3855;AT-T77414A 774 InkBottle, AT-T77414A PIG, BS-T7741, CS-EPT7741;Картридж для Epson T7741 EcoTank M100/200/ L605/L1455 Pigment Black 140 ml  AQUAMARINE (Со;
3867;BFRCSPC340010, BS-R-SPC340EBk, WB SP C340E Bk (407899);Картридж 407899 (SPC340E) Black WB;
3868;BFRCSPC340020, BS-R-SPC340EC, WB SP C340E C (407900);Тонер-картридж 7Q SPC340E (407900) для Ricoh Aficio SP C340 (Голубой, 5000 стр.);
3869;BFRCSPC340030, BS-R-SPC340EM, WB SP C340E M (407901);Картридж для Ricoh SPC340E (407901) 3.7К Magenta White Box (Совместимый);
3870;BFRCSPC340040, BS-R-SPC340EY, WB SP C340E M (407902), WB SP C340E Y (407902);Картридж 407902 (SPC340E) Yellow WB;
3872;BS-SgSCX-R6345A, SG-SCX-R6345A DRUM, WB SCX-R6345A DRUM;Картридж для Samsung SCX-R6345A SCX-6145/6245/6345/6355 DRUM 60K White Box (Совместимый);
3873;BFRC250FWB010, GP_408352_BK, PL_408352_BK, SF-C250K(408352);Тонер-картридж 7Q M C250 (408352) для Ricoh M C250FWB, P C300W (Чёрный, 2300 стр.);
3874;BFRC250FWB020, GP_408353_C, PL_408353_C, SF-C250C(408353);Тонер-картридж 7Q M C250 (408353) для Ricoh M C250FWB, P C300W (Голубой, 2300 стр.);
3875;BFRC250FWB030, GP_408354_M, PL_408354_M, SF-C250M(408354);Тонер-картридж 7Q M C250 (408354) для Ricoh M C250FWB, P C300W (Пурпурный, 2300 стр.);
3876;BFRC250FWB040, GP_408355_Y, PL_408355_Y, SF-C250Y(408355);Тонер-картридж 7Q M C250 (408355) для Ricoh M C250FWB, P C300W (Жёлтый, 2300 стр.);
3886;CS-LC3237BK;Картридж струйный Cactus CS-LC3237BK черный пигментный (65мл) для Brother HL-J6000DW/J6100;
3887;CS-LC3237C, GG-LC3237C;Картридж струйный Cactus CS-LC3237C голубой (18.4мл) для Brother HL-J6000DW/J6100DW с чипо;
3888;CS-LC3237M, GG-LC3237M;Картридж струйный Cactus CS-LC3237M пурпурный (18.4мл) для Brother HL-J6000DW/J6100DW с чи;
3889;CS-LC3237Y;Картридж струйный Cactus CS-LC3237Y желтый (18.4мл) для Brother HL-J6000DW/J6100DW с чипом;
3897;173861, 797026745, 9897188, AFHPLJM211020;Картридж Hi-Black (HB-W1360X) для HP LaserJet M211/MFP M236, 2,6K (без чипа);
3905;146140, BS-PFI-1000GY;Картридж струйный Colortek Canon PFI-1000GY Gray;
3919;GA-001BK;Картридж струйный G&G GA-001BK черный пигментный (42мл) для G&G GG-HH1001B/ GG-HH1001A;
3920;GA-001C;$$$_СРОЧНО Картридж струйный G&G GA-001C голубой (42мл) для G&G GG-HH1001;
3921;GA-001G;Картридж струйный G&G GA-001G зеленый (42мл) для G&G GG-HH1001;
3922;GA-001M;Картридж струйный G&G GA-001M пурпурный (42мл) для G&G GG-HH1001;
3923;GA-001Y;Картридж струйный G&G GA-001Y желтый (42мл) для G&G GG-HH1001;
3924;GB-001BK;Картридж струйный G&G GB-001BK черный сольвентный (42мл) для G&G GG-HH1001B;
3925;GB-001C;Картридж струйный G&G GB-001C голубой сольв. (42мл) для G&G GG-HH1001;
3926;GB-001G;Картридж струйный G&G GB-001G зеленый (42мл) для G&G GG-HH1001;
3927;GB-001M;Картридж струйный G&G GB-001M пурпурный (42мл) для G&G GG-HH1001;
3928;GB-001WHITE;Картридж струйный G&G GB-001White белый сотве. (42мл) для G&G GG-HH1001B;
3938;GG-TZES251;Картридж ленточный G&G GG-TZES251 черный на белом 24x8 для Brother 1010/1280/1280VP/2700VP;
3946;BS-L0S20YC, CS-L0S20YC, GG-L0S20YC, PL_L0S20YC_BK;Струйный картридж L0S20YC (№976Y) с чернилами Black ProfiLine;
3947;BS-L0S29YC, CS-L0S29YC, GG-L0S29YC, PL_L0S29YC_C;Струйный картридж L0S29YC (№976Y) с чернилами Cyan ProfiLine;
3948;BS-L0S30YC, CS-L0S30YC, GG-L0S30YC, PL_L0S30YC_M;Струйный картридж L0S30YC (№976Y) с чернилами Magenta ProfiLine;
3949;BS-L0S31YC, CS-L0S31YC, GG-L0S31YC, PL_L0S31YC_Y;Струйный картридж L0S31YC (№976Y) с чернилами Yellow ProfiLine;
3951;139846;Картридж Colortek Oki 44059228 (MC860) Black;
3952;139847;Картридж Colortek Oki 44059227 (MC860) Cyan;
3953;139848;Картридж Colortek Oki 44059226 (MC860) Magenta;
3954;139849;Картридж Colortek Oki 44059225 (MC860) Yellow;
3957;126928;Блок проявки DK-1100 (DU) CT;
3959;GP_106R03869_BK;Тонер-картридж 106R03869 Black 12100 копий GalaPrint;
3960;GP_106R03866_C, SA106R03866;Тонер-картридж 106R03866 Cyan 9000 копий GalaPrint;
3961;GP_106R03867_M;Тонер-картридж 106R03867 Magenta 9000 копий GalaPrint;
3965;BFOK00C823010, BS-46471108, SG-C823/C833/С843 Bk, SG-C823/C833/С843Bk;Картридж для OKI C823/C833/С843 46471108 7K Black White Box (Совместимый);
