external_code;наш_Д;наш_Ш;наш_В;внеш_Д;внеш_Ш;внеш_В;расхождение_по_сторонам;наш_объём_л;внеш_объём_л;разница_объёма_л;число_источников;группа;карточек_wb_acc1;src_file;src_locator;src_sha256
0159;10.0;8.0;5.0;9.0;7.0;3.0;1.0 / 1.0 / 2.0;0.4;0.189;0.211;3;А;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r976;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0160;10.0;8.0;5.0;15.0;14.0;5.5;-5.0 / -6.0 / -0.5;0.4;1.155;-0.755;1;В;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1212;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0161;10.0;8.0;5.0;9.0;7.0;3.0;1.0 / 1.0 / 2.0;0.4;0.189;0.211;3;А;17;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r453;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0162;10.0;8.0;5.0;9.0;7.0;3.0;1.0 / 1.0 / 2.0;0.4;0.189;0.211;3;А;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r968;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0163;10.0;8.0;5.0;9.0;7.0;3.0;1.0 / 1.0 / 2.0;0.4;0.189;0.211;3;А;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r969;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0164;10.0;8.0;5.0;9.0;7.0;3.0;1.0 / 1.0 / 2.0;0.4;0.189;0.211;3;А;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r456;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0165;10.0;8.0;5.0;9.0;7.0;3.0;1.0 / 1.0 / 2.0;0.4;0.189;0.211;3;А;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r457;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0166;10.0;8.0;5.0;9.0;7.0;3.0;1.0 / 1.0 / 2.0;0.4;0.189;0.211;3;А;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r458;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0168;15.0;10.0;8.0;15.0;14.0;5.5;0.0 / -4.0 / 2.5;1.2;1.155;0.045;1;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1211;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0180;36.0;22.0;12.0;57.0;25.0;15.0;-21.0 / -3.0 / -3.0;9.504;21.375;-11.871;2;В;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r3299;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0181;35.0;16.0;13.0;36.0;18.0;11.5;-1.0 / -2.0 / 1.5;7.28;7.452;-0.172;2;А;3;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r785;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0182;15.0;10.0;8.0;8.2;7.5;4.0;6.8 / 2.5 / 4.0;1.2;0.246;0.954;2;Б;28;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Струйная Sakura!r154;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0183;13.0;8.0;5.0;8.2;7.5;4.0;4.8 / 0.5 / 1.0;0.52;0.246;0.274;3;Б;2;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Струйная Sakura!r155;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0184;15.0;10.0;8.0;32.0;10.0;9.2;-17.0 / 0.0 / -1.2;1.2;2.944;-1.744;3;В;9;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r920;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0185;15.0;10.0;8.0;32.0;10.0;9.2;-17.0 / 0.0 / -1.2;1.2;2.944;-1.744;4;В;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r921;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0186;15.0;10.0;8.0;32.0;10.0;9.2;-17.0 / 0.0 / -1.2;1.2;2.944;-1.744;4;В;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r923;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0187;11.0;9.0;5.0;32.0;10.0;9.2;-21.0 / -1.0 / -4.2;0.495;2.944;-2.449;4;В;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r924;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0188;15.0;10.0;8.0;9.0;7.0;3.0;6.0 / 3.0 / 5.0;1.2;0.189;1.011;3;Б;10;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r981;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0189;15.0;10.0;8.0;9.0;7.0;3.0;6.0 / 3.0 / 5.0;1.2;0.189;1.011;3;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r982;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0190;7.0;5.0;5.0;9.0;7.0;3.0;-2.0 / -2.0 / 2.0;0.175;0.189;-0.014;3;А;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r983;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0191;15.0;10.0;8.0;9.0;7.0;3.0;6.0 / 3.0 / 5.0;1.2;0.189;1.011;3;Б;2;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r984;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0192;12.0;12.0;5.0;8.5;7.5;3.8;3.5 / 4.5 / 1.2;0.72;0.242;0.478;2;Б;46;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r503;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0193;12.0;12.0;5.0;8.5;7.5;3.8;3.5 / 4.5 / 1.2;0.72;0.242;0.478;2;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r504;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0194;12.0;12.0;5.0;8.5;7.8;3.8;3.5 / 4.2 / 1.2;0.72;0.252;0.468;2;Б;77;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r999;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0195;12.0;12.0;5.0;9.0;8.0;4.0;3.0 / 4.0 / 1.0;0.72;0.288;0.432;1;Б;9;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r509;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0196;12.0;12.0;5.0;8.5;7.5;3.8;3.5 / 4.5 / 1.2;0.72;0.242;0.478;2;Б;30;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1006;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0197;;;;8.5;7.5;3.8;карточки расходятся между собой (2 разных короба);;;;2;Г;11;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r512;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0198;12.0;12.0;5.0;8.5;7.5;3.8;3.5 / 4.5 / 1.2;0.72;0.242;0.478;2;Б;67;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r991;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0199;12.0;12.0;5.0;8.5;7.8;3.8;3.5 / 4.2 / 1.2;0.72;0.252;0.468;2;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r993;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0200;12.0;12.0;5.0;8.5;7.5;3.8;3.5 / 4.5 / 1.2;0.72;0.242;0.478;4;Б;97;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r515;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0201;12.0;12.0;5.0;8.5;7.5;3.8;3.5 / 4.5 / 1.2;0.72;0.242;0.478;3;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r516;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0202;12.0;12.0;5.0;8.5;7.5;4.0;3.5 / 4.5 / 1.0;0.72;0.255;0.465;3;Б;60;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r995;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0203;12.0;12.0;5.0;8.5;7.5;4.0;3.5 / 4.5 / 1.0;0.72;0.255;0.465;3;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r996;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0204;9.0;9.0;6.0;15.0;14.0;5.5;-6.0 / -5.0 / 0.5;0.486;1.155;-0.669;1;В;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1180;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0207;36.0;22.0;12.0;43.7;27.9;15.5;-7.7 / -5.9 / -3.5;9.504;18.898;-9.394;4;В;7;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r61;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0208;36.0;22.0;12.0;35.0;14.0;11.0;1.0 / 8.0 / 1.0;9.504;5.39;4.114;4;Б;7;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r131;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0209;36.0;22.0;12.0;35.0;14.0;11.0;1.0 / 8.0 / 1.0;9.504;5.39;4.114;3;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r132;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0210;35.0;16.0;13.0;35.0;14.0;11.0;0.0 / 2.0 / 2.0;7.28;5.39;1.89;3;А;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r133;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0211;35.0;16.0;13.0;35.0;14.0;11.0;0.0 / 2.0 / 2.0;7.28;5.39;1.89;3;А;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r134;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0212;50.0;27.0;16.0;38.5;14.0;12.2;11.5 / 13.0 / 3.8;21.6;6.576;15.024;2;Б;3;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r819;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0213;50.0;27.0;16.0;38.5;14.0;12.2;11.5 / 13.0 / 3.8;21.6;6.576;15.024;1;Б;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r818;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0214;50.0;27.0;16.0;38.5;14.0;12.2;11.5 / 13.0 / 3.8;21.6;6.576;15.024;1;Б;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r816;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0215;50.0;27.0;16.0;38.5;14.0;12.2;11.5 / 13.0 / 3.8;21.6;6.576;15.024;1;Б;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r817;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0216;36.0;20.0;15.0;35.0;13.5;11.0;1.0 / 6.5 / 4.0;10.8;5.197;5.603;3;Б;6;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1129;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0217;36.0;20.0;15.0;35.0;13.5;11.0;1.0 / 6.5 / 4.0;10.8;5.197;5.603;4;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1130;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0218;36.0;20.0;15.0;35.0;13.5;11.0;1.0 / 6.5 / 4.0;10.8;5.197;5.603;4;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1131;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0219;36.0;20.0;15.0;35.0;13.5;11.0;1.0 / 6.5 / 4.0;10.8;5.197;5.603;4;Б;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1132;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0220;36.0;20.0;15.0;31.5;9.8;9.5;4.5 / 10.2 / 5.5;10.8;2.933;7.867;2;Б;2;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r782;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0223;70.0;43.0;15.0;43.3;7.2;6.9;26.7 / 35.8 / 8.1;45.15;2.151;42.999;2;Б;2;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r1260;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0227;35.0;16.0;13.0;37.0;11.2;7.7;-2.0 / 4.8 / 5.3;7.28;3.191;4.089;4;Б;15;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r667;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0229;43.0;9.0;5.0;28.0;7.0;6.5;15.0 / 2.0 / -1.5;1.935;1.274;0.661;2;Б;6;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r840;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0230;35.0;16.0;13.0;34.5;9.5;8.8;0.5 / 6.5 / 4.2;7.28;2.884;4.396;2;Б;8;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r479;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0231;34.0;18.0;14.0;33.5;16.8;12.2;0.5 / 1.2 / 1.8;8.568;6.866;1.702;1;А;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r548;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0232;35.0;16.0;13.0;34.5;9.5;8.8;0.5 / 6.5 / 4.2;7.28;2.884;4.396;2;Б;10;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r480;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0233;34.0;18.0;14.0;33.5;16.8;12.0;0.5 / 1.2 / 2.0;8.568;6.754;1.814;1;А;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r564;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0234;30.0;8.0;5.0;34.5;23.5;12.5;-4.5 / -15.5 / -7.5;1.2;10.134;-8.934;3;В;12;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r257;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0235;34.0;18.0;14.0;35.0;25.0;13.0;-1.0 / -7.0 / 1.0;8.568;11.375;-2.807;3;В;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r617;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0236;35.0;16.0;13.0;34.5;13.2;10.4;0.5 / 2.8 / 2.6;7.28;4.736;2.544;4;Б;5;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r2731;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0237;35.0;10.0;9.0;34.5;13.2;10.4;0.5 / -3.2 / -1.4;3.15;4.736;-1.586;4;В;5;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r2957;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0238;35.0;10.0;9.0;25.5;9.5;9.5;9.5 / 0.5 / -0.5;3.15;2.301;0.849;4;Б;4;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r207;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0239;35.0;16.0;13.0;28.5;12.5;9.5;6.5 / 3.5 / 3.5;7.28;3.384;3.896;4;Б;4;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r784;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0240;35.0;16.0;13.0;28.5;12.5;9.5;6.5 / 3.5 / 3.5;7.28;3.384;3.896;4;Б;6;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r785;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0241;36.0;22.0;12.0;32.5;14.5;11.0;3.5 / 7.5 / 1.0;9.504;5.184;4.32;3;Б;3;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r446;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0242;36.0;22.0;12.0;34.0;14.5;12.0;2.0 / 7.5 / 0.0;9.504;5.916;3.588;3;Б;8;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r433;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0243;36.0;22.0;12.0;34.8;16.3;12.6;1.2 / 5.7 / -0.6;9.504;7.147;2.357;2;Б;2;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r445;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0244;36.0;22.0;12.0;46.6;25.2;12.5;-10.6 / -3.2 / -0.5;9.504;14.679;-5.175;2;В;2;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r135;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0245;35.0;16.0;12.0;34.5;23.5;12.5;0.5 / -7.5 / -0.5;6.72;10.134;-3.414;2;В;4;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r20;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0246;35.0;16.0;12.0;32.0;21.0;10.0;3.0 / -5.0 / 2.0;6.72;6.72;0.0;2;А;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r1568;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0247;36.0;22.0;12.0;35.0;16.0;11.0;1.0 / 6.0 / 1.0;9.504;6.16;3.344;3;Б;2;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r21;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0248;35.0;16.0;12.0;33.1;16.7;9.6;1.9 / -0.7 / 2.4;6.72;5.307;1.413;3;Б;4;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r648;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0249;36.0;22.0;12.0;35.0;16.0;11.0;1.0 / 6.0 / 1.0;9.504;6.16;3.344;3;Б;11;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r631;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0250;35.0;16.0;12.0;34.5;24.5;12.5;0.5 / -8.5 / -0.5;6.72;10.566;-3.846;3;В;1;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r6;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0251;35.0;16.0;12.0;33.3;16.8;12.1;1.7 / -0.8 / -0.1;6.72;6.769;-0.049;2;А;13;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r563;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0252;36.0;22.0;12.0;34.5;23.5;12.5;1.5 / -1.5 / -0.5;9.504;10.134;-0.63;4;А;2;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r319;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0254;36.0;22.0;12.0;35.0;16.0;11.0;1.0 / 6.0 / 1.0;9.504;6.16;3.344;4;Б;4;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r321;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0255;36.0;22.0;12.0;35.0;26.0;13.0;1.0 / -4.0 / -1.0;9.504;11.83;-2.326;4;В;3;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r889;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0257;36.0;22.0;12.0;35.0;26.0;13.0;1.0 / -4.0 / -1.0;9.504;11.83;-2.326;4;В;2;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r326;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0258;36.0;22.0;12.0;36.0;25.0;13.0;0.0 / -3.0 / -1.0;9.504;11.7;-2.196;3;В;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r613;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0261;36.0;22.0;12.0;48.0;19.0;15.0;-12.0 / 3.0 / -3.0;9.504;13.68;-4.176;2;В;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r5;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0262;36.0;22.0;12.0;34.5;23.5;12.5;1.5 / -1.5 / -0.5;9.504;10.134;-0.63;2;А;3;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r898;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0263;36.0;22.0;12.0;45.5;25.0;14.5;-9.5 / -3.0 / -2.5;9.504;16.494;-6.99;2;В;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r487;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0264;36.0;22.0;12.0;46.0;24.5;12.0;-10.0 / -2.5 / 0.0;9.504;13.524;-4.02;2;В;2;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r239;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0265;36.0;20.0;15.0;30.5;17.0;8.5;5.5 / 3.0 / 6.5;10.8;4.407;6.393;1;Б;5;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r595;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0266;36.0;22.0;12.0;30.5;17.0;8.5;5.5 / 5.0 / 3.5;9.504;4.407;5.097;1;Б;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r596;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0267;36.0;22.0;12.0;30.5;17.0;8.5;5.5 / 5.0 / 3.5;9.504;4.407;5.097;1;Б;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r594;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0268;36.0;22.0;12.0;30.5;17.0;8.5;5.5 / 5.0 / 3.5;9.504;4.407;5.097;1;Б;1;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r593;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0269;36.0;22.0;12.0;35.0;21.0;11.0;1.0 / 1.0 / 1.0;9.504;8.085;1.419;3;А;4;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r414;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0270;36.0;20.0;15.0;35.0;21.0;11.0;1.0 / -1.0 / 4.0;10.8;8.085;2.715;3;Б;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r413;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0271;36.0;22.0;12.0;35.0;21.0;11.0;1.0 / 1.0 / 1.0;9.504;8.085;1.419;3;А;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r415;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0272;36.0;22.0;12.0;35.0;21.0;11.0;1.0 / 1.0 / 1.0;9.504;8.085;1.419;3;А;1;/opt/mp-analytics/incoming/gab/САКУРА АБДУЛ 05.06.xlsx;Лазерная Sakura!r416;ddbb1c580ba3ed878627b3d8dbea6c97710c4682804b2638b792149bf490915a
0273;36.0;20.0;15.0;36.5;19.0;11.5;-0.5 / 1.0 / 3.5;10.8;7.975;2.825;3;Б;2;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r592;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
0274;;;;35.0;13.5;10.7;карточки расходятся между собой (2 разных короба);;;;3;Г;11;/opt/mp-analytics/incoming/gab/Изи.xlsx;Данные по картриджам!r854;4064fa397384d687b0349dbae769c7d4a21c54bf65a712f6c31981a966b8f971
0275;36.0;20.0;15.0;32.0;16.5;10.0;4.0 / 3.5 / 5.0;10.8;5.28;5.52;2;Б;7;/opt/mp-analytics/incoming/gab/Вся расходка Китай РФ Cactus GG PR.xlsx;Лист1!r200;d0488dd393f71b9cb95cf51390c2aba1ef902bcac7a8eb2f95247679cc1d25fc
